Sweden,3,10,3,0,7,4,0,0,0,3,0,3,3,3,0,0,5,0,3,5,0,0,3,10,0,0,3,0,0,0,7,5,0,7,8,9,0,4,19,6,29,21,8,6,6,8,3,0,0,3,3,0,8,0,0,0,4,3,10,0,0,3,0,0,3,0,0,0,0,3,4,7,7,6,12,0,17,15,11,0,7,3,0,3,4,7,0,12,8,0,0,35,8,11,3,4,9,3,9,0,8,0,6,0,3,0,4,10,3,0,0,0,3,0,8,3,0,3,4,0,0,6,14,7,3,0,4,3,0,0,10,5,0,8,3,3,6,0,0,3,3,3,0,0,14,3,8,3,0,0,0,0,5,8,0,0,0,0,0,6,4,0,4,13,27,24,0,0,4,0,0,0,0,0,9,0,3,9,0,4,12,3,3,0,0,5,3,7,0,10,4,3,7,0,0,5,3,3,0,3,0,4,3,0,7,0,0,3,0,3,5,9,6,0,0,0,0,0,0,3,0,15,0,0,0,0,0,3,0,0,0,3,3,3,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,8
Aland Is.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andorra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,7,37,24,16,47,158,10,25,60,7,0,28,16,154,103,83,20,52,60,36,13,22,19,42,31,11,30,35,31,66,44,29,42,44,63,26,0,292,400,441,288,79,149,169,342,112,627,357,17,24,24,0,27,223,0,125,115,15,60,12,31,46,0,0,128,245,28,48,0,40,34,115,113,36,59,17,44,91,55,52,34,86,47,783,108,714,0,153,205,222,0,114,717,44,396,93,406,93,34,9,35,62,186,213,40,0,35,165,28,49,0,24,27,95,57,57,10,112,198,0,0,236,190,199,49,0,236,58,56,0,72,116,73,72,40,164,118,87,49,157,207,20,27,18,79,64,110,63,67,0,0,223,49,508,0,16,0,6,56,464,28,13,67,125,418,584,0,17,13,16,3,0,0,29,68,17,132,106,36,45,187,247,18,67,49,25,30,64,0,31,28,18,18,22,6,19,16,14,28,7,0,3,3,0,22,3,0,8,0,77,14,14,52,9,0,0,4,9,4,14,3,5,3,4,104,9,5,4,3,25,14,9,34,6,0,9,4,0,25,22,9,6,26,18,15,9,10,10,18,6,0,30
Malta,3,3,0,0,6,10,0,3,4,0,0,0,3,0,4,0,0,0,0,0,5,3,0,8,3,3,5,0,3,0,6,0,0,0,3,3,0,7,4,5,6,3,6,43,18,10,22,11,0,7,0,0,8,3,0,13,12,3,22,0,0,11,0,0,0,5,4,4,0,6,3,8,5,3,0,4,4,6,0,6,11,3,7,16,13,3,0,0,15,3,0,5,8,3,9,3,3,6,9,5,4,6,11,9,13,0,3,11,4,10,0,4,4,5,0,0,8,9,3,0,0,8,10,5,0,0,3,8,3,0,7,0,4,7,6,7,15,10,6,8,9,0,3,5,3,0,7,0,3,0,0,4,5,4,0,0,0,0,3,11,5,0,3,3,3,12,0,0,0,0,0,0,0,10,3,0,10,6,0,3,3,5,0,0,4,8,7,14,0,3,4,6,3,0,0,0,0,0,3,3,0,0,0,0,3,4,0,5,0,6,0,0,6,0,0,0,0,3,0,7,0,0,0,0,3,3,3,3,0,0,0,0,3,3,0,0,0,0,5,0,0,0,3,5,0,0,0,0,0,0,0,3
Portugal,0,4,4,5,8,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,3,4,3,0,3,8,0,22,4,8,9,9,10,18,7,3,0,0,0,3,3,0,8,15,0,19,0,0,6,0,0,0,6,0,0,0,11,7,4,0,4,12,3,4,9,3,12,0,3,3,12,3,14,0,8,7,11,0,4,7,7,5,3,3,3,19,3,6,0,11,8,16,0,4,6,3,3,0,0,4,0,7,0,14,3,3,0,0,14,0,6,9,0,4,5,4,0,7,16,12,5,7,7,13,4,0,0,0,0,3,0,12,5,11,60,93,0,0,162,52,166,0,6,0,0,80,233,74,0,123,18,84,145,0,6,19,11,0,0,0,26,12,7,21,9,8,11,30,60,10,9,21,12,13,30,0,7,17,23,12,0,0,64,0,0,4,3,0,0,3,0,0,0,0,0,0,5,0,3,0,0,0,3,0,10,5,23,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Spain,0,7,3,0,8,17,0,4,0,0,0,0,6,0,0,0,0,0,0,0,3,0,4,6,3,0,5,5,0,0,0,8,0,9,3,3,0,16,15,12,40,14,14,3,18,8,4,7,0,0,0,0,0,4,0,14,6,0,3,0,0,0,0,0,0,4,0,4,0,6,10,13,5,13,14,0,10,7,16,11,4,13,8,16,10,9,0,12,14,11,0,15,17,6,0,3,17,13,6,3,6,14,25,15,8,0,8,12,0,4,0,0,3,5,3,0,4,3,9,0,0,8,10,10,0,0,0,4,4,0,9,10,3,14,14,11,7,5,4,8,3,0,4,0,9,3,10,5,9,0,0,9,9,8,0,3,0,0,6,16,5,0,9,12,22,13,0,0,3,0,0,0,0,12,9,0,3,11,0,4,18,8,3,0,12,3,3,22,0,3,13,3,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,3,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Albania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0
Bosnia and Herzegovina,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,0,0,0,0,0,0,0,0,0,13,5,0,0,3,22,11,65,23,28,34,64,34,104,33,0,0,0,0,0,6,0,79,142,0,18,0,0,78,0,0,9,15,17,0,0,20,4,6,10,4,15,4,5,11,11,6,8,6,7,62,209,107,0,16,10,70,0,7,30,3,46,0,49,75,10,7,31,47,115,48,3,0,6,12,0,9,0,0,0,3,3,0,3,3,7,0,0,22,15,14,8,0,8,0,0,0,6,27,8,28,7,9,9,3,0,3,3,0,0,3,19,8,8,22,22,0,0,34,5,48,0,0,0,3,22,91,23,0,47,3,20,33,0,0,4,3,0,0,0,7,11,0,13,11,0,0,10,13,9,14,5,8,11,59,0,10,4,16,5,0,0,5,0,6,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0
Bulgaria,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,7,19,11,3,4,0,5,3,0,3,0,0,0,0,5,0,3,7,0,3,0,0,0,0,0,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,4,0,0,0,4,4,6,0,5,9,7,0,3,10,0,3,3,14,0,0,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,0,0,0,6,3,0,7,0,0,0,0,0,3,0,0,4,0,0,3,0,3,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Croatia,0,5,0,0,3,15,0,4,3,0,0,0,6,3,3,3,4,3,9,0,3,8,4,8,6,0,9,9,0,0,3,6,10,12,19,4,0,13,27,24,48,30,33,71,37,45,83,47,0,8,3,0,3,59,0,56,73,3,27,0,14,75,0,0,85,80,7,35,0,20,16,20,35,7,13,8,23,20,13,4,10,28,9,109,78,87,0,31,40,51,0,23,150,8,64,16,39,96,12,4,5,33,89,79,26,0,12,56,4,12,0,0,9,7,13,0,6,24,22,0,0,44,14,23,4,0,24,9,12,0,23,27,11,23,9,34,25,8,13,22,10,4,3,3,20,21,13,24,80,0,0,247,37,164,0,7,0,4,72,391,70,36,97,15,62,117,0,0,22,7,3,0,0,41,17,9,36,16,3,9,32,82,14,14,24,14,21,61,0,23,8,15,10,0,0,40,5,3,30,7,0,5,3,0,7,0,0,7,0,4,0,5,0,0,3,0,0,5,3,11,9,11,4,14,7,0,0,9,0,0,0,0,0,0,0,3,0,0,0,3,0,3,6,0,0,0,0,0,0,0,3,3
Cyprus,0,0,3,0,0,4,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,4,5,0,0,0,3,0,9,6,3,0,0,0,3,3,0,3,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,3,0,4,7,3,5,4,3,5,0,4,3,7,0,11,0,6,4,4,0,0,8,0,3,3,4,4,7,0,7,0,4,4,0,0,3,7,5,0,0,0,0,0,0,3,5,3,0,0,0,3,3,5,3,0,3,14,0,0,3,8,5,0,6,3,8,3,0,8,0,5,0,0,4,3,4,0,0,0,0,0,0,4,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,3,7,0,3,3,0,3,0,0,0,3,0,6,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
The former Yugoslav Republic of Macedonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,25,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,39,31,53,34,3,16,15,21,13,82,27,6,0,0,0,0,0,0,95,30,0,19,0,0,31,0,0,9,9,0,0,0,9,14,7,25,11,20,13,5,7,4,10,4,11,15,219,239,230,0,17,18,197,0,11,152,3,42,11,89,134,4,3,6,91,258,273,7,0,0,35,3,0,0,0,0,0,0,0,0,5,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,5,0,4,8,0,0,0,0,0,0,0,0,0,3,4,4,0,0,4,0,0,3,3,0,0,9,0,8,0,10,0,0,0,8,0,0,3,0,0,3,3,0,0,0,0,0,0,7,0,0,3,0,3,0,0,0,0,17,5,4,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3
Greece,0,6,0,0,0,7,3,4,0,0,0,0,0,0,9,3,0,3,14,4,0,3,0,7,3,3,3,3,0,31,3,8,19,6,21,4,0,67,70,130,62,18,31,8,40,13,92,80,0,3,0,0,8,3,0,16,11,0,10,0,0,10,0,0,0,4,4,3,0,4,6,24,23,3,12,3,10,13,14,16,5,16,9,195,36,202,0,40,36,135,3,11,139,0,59,14,97,26,6,0,4,12,25,39,8,0,6,26,3,3,0,3,0,4,6,0,0,6,11,0,0,27,10,3,0,0,8,7,7,0,11,4,4,8,0,3,11,8,7,4,3,0,0,3,22,12,29,0,0,0,0,3,4,3,0,0,0,0,3,11,3,0,0,3,12,11,0,0,0,0,5,0,0,3,8,0,8,17,6,6,18,16,3,4,0,0,0,4,0,3,4,4,0,0,0,0,3,0,5,3,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,3,0,5,0,5,4,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,3,0,3,0,0,0,0,3,0,0
